,cross_val_acc,training_acc,test_acc,train_size,solver,learning_rate_init,max_iter,momentum,hidden_layer_sizes
23,0.4139509122117818,0.2924872355944566,0.42585034013605444,1371,sgd,0.001,50,0.3,"(13, 13)"
24,0.30463778268701003,0.3897810218978102,0.427891156462585,685,sgd,0.001,50,0.3,"(13, 13)"
25,0.4501125537986949,0.4603267211201867,0.4142857142857143,3428,sgd,0.001,50,0.3,"(13, 13, 13)"
26,0.4496789829473162,0.45331874544128375,0.4238095238095238,2742,sgd,0.001,50,0.3,"(13, 13, 13)"
27,0.4330515054707688,0.4080739299610895,0.4204081632653061,2056,sgd,0.001,50,0.3,"(13, 13, 13)"
28,0.39893065066978106,0.4485776805251641,0.36054421768707484,1371,sgd,0.001,50,0.3,"(13, 13, 13)"
29,0.4062678509158272,0.41897810218978104,0.4170068027210884,685,sgd,0.001,50,0.3,"(13, 13, 13)"
30,0.43053763730834715,0.20536756126021002,0.4142857142857143,3428,sgd,0.001,50,0.3,"(130, 130, 130)"
31,0.4704549544681115,0.45696571845368344,0.45034013605442175,2742,sgd,0.001,50,0.3,"(130, 130, 130)"
32,0.3693859521859849,0.44990272373540857,0.4326530612244898,2056,sgd,0.001,50,0.3,"(130, 130, 130)"
33,0.43627736192953587,0.3347921225382932,0.42517006802721086,1371,sgd,0.001,50,0.3,"(130, 130, 130)"
34,0.3436628692324682,0.45255474452554745,0.42653061224489797,685,sgd,0.001,50,0.3,"(130, 130, 130)"
35,0.4658688520923263,0.30659276546091013,0.42925170068027213,3428,sgd,0.001,50,0.3,"(130, 130, 130, 130)"
36,0.4602045517784095,0.45295404814004375,0.3795918367346939,2742,sgd,0.001,50,0.3,"(130, 130, 130, 130)"
37,0.4177529837480657,0.2923151750972763,0.42857142857142855,2056,sgd,0.001,50,0.3,"(130, 130, 130, 130)"
38,0.4232018545062023,0.4442013129102845,0.44421768707482995,1371,sgd,0.001,50,0.3,"(130, 130, 130, 130)"
39,0.36035621089225833,0.4467153284671533,0.42517006802721086,685,sgd,0.001,50,0.3,"(130, 130, 130, 130)"
40,0.4579826222791952,0.4574095682613769,0.42585034013605444,3428,sgd,0.001,50,0.5,"(13, 13)"
